plant_name
Amomum subulatum Roxb.
Amorphophallus paeoniifolius (Dennst.) Nicolson
Ampelocissus areneosa (Laws.) Planch.
Ampelocissus arnottiana (Wight & Arn.) Planch.
Ampelocissus latifolia (Roxb.) Planch.
Ampelocissus tomentosa (Roth) Planch.
Anacardium occidentale L.
Anagallis arvensis L.
Anamitra cocculus Wight & Arn.
Ananas comosus (L.) Merr.
Anaphalis neelgerryana DC.
Andrographis echinoides (L.) Nees
Andrographis paniculata (Burm.) Wall. ex Nees
Andropogon sorghum (L.) Brot.
Anemone narcissiflora L.
Anemone obtusiloba D. Don
Angelica archangelica L.
Aniseia martinicensis (Jacq.) Choisy.
Anisochilus carnosus (Linn.f.) Wall.
Anisomeles indica (L.) Kuntze
Anisomeles malabarica (L.) R.Br.
Annona muricata L.
Annona reticulata L.
Annona squamosa L.
Anodendron paniculatum A.DC.
Anogeissus latifolia (Roxb. ex. DC.) Wall. ex. Guill. &
Anthemis cotula L.
Anthemis nobilis L.
Anthoxanthum odoratum L.
Anthriscus cerefolium Hoffm.
Antiaris toxicaria (Pers.) Lesch.
Antidesma bunius Spreng.
Apama siliquosa Lam.
Aphanamixis polystachya (Wall.) R.Parker
Apium graveolens L.
Aquilegia vulgaris L.
Arachis hypogaea L.
Arachne cordifolia (Decne.) Hurus.
Arctium lappa L.
Ardisia solanacea (Poir.) Roxb.
Areca catechu L.
Areca triandra Roxb. ex Buch.-Ham.
Arenga saccharifera Labill.
Argemone mexicana L.
Argyreia cuneata (Willd.) Ker.-Gawl
Argyreia imbricata (Roth) Santapau & V.Patel
Argyreia nervosa (Burm.f.) Boj.
Arisaema leschenaultii Blume
Arisaema speciosum (Wall.) Mart.
Arisaema tortuosum (Wall.) Schott
Aristida depressa Retz.
Aristolochia bracteolata Lam.
Aristolochia indica L.
Aristolochia tagala Chem.
Arnebia benthamii (Wall.ex G. Don) Johnston
Arnebia euchroma (Royle) Johnston
Arnica montana L.
Artabotrys hexapetalus (L.f.) Bhandari
Artabotrys suaveolens Blume
Artanema longifolium (L). Vatke
Artemisia absynthium L.
Artemisia dracunculcus L.
Artemisia indica Willd.
Artemisia maritima L.
Artemisia nilagirica (C.B.Clarke) Pamp.
Artemisia persica Boiss.
Artemisia roxburghiana Wall. ex. Besser
Artemisia sacrorum Ledeb.
Artemisia scoparia Waldst. & Kit.
Artemisia sivarsiana Ehrh. Ex. Willd.
Arthrocnemum indicum (Willd.) Moq.
Artocarpus heterophyllus Lam.
Artocarpus lakoocha Roxb.
Arundo donax L.
Asclepias curassavica L.
Asparagus adscendens Roxb.
Asparagus filicinus Buch.-Ham ex D. Don
Asparagus gonocladus Baker
Asparagus officinalis L.
Asparagus racemosus Willd.
Asplenium adiantum-nigrum L.
Astragalus strobiliferus Royle ex Benth.
Astragalus tribuloides Delile
Asystasia gangetica (L.) T.Anderson
Atriplex hortensis L.
Atropa acuminata Royle
Atropa belladona L.
Atylosia scrabaeoides (L.) Benth.
Avena fatua L.
Avena sativa L.
Averrhoa bilimbi L.
Avicennia officinalis L.
Azadirachta indica (L.) A.Juss.
Azanza lampas (Cav.) Alef.
Azima tetracantha Lam.
Bacopa monnieri (L.) Pennell
Balanites aegyptiaca (L.) Delile
Baliospermum montanum (Willd.) Muell.Arg.
Bambusa bambos Druce
Barleria buxifolia L.
Barleria courtallica Nees
Barleria cristata L.
Barleria longiflora L.f.
Barleria noctiflora L.f.
Barleria prionitis L.
Barleria strigosa Willd.
Barringtonia acutangula (L.) Gaertn.
Barringtonia racemosa (L.) Roxb.
Basella rubra L.
Bauhinia malabarica Roxb.
Bauhinia purpurea L.
Bauhinia racemosa Lam.
Bauhinia retusa Ham. ex. DC.
Bauhinia vahlii Wight & Arn.
Bauhinia variegata L.
Begonia rex Putz.
Benincasa hispida (Thunb.) Cogn.
Berberis aristata DC.
Berberis asiatica Roxb. ex. DC.
Berberis insignis Hook.f. & Thomson
Berberis lycium Royle
Berchemia lineata DC.
Bergia suffriticosa (Del.) Fenzl.
Beta vulgaris L.
Betula alnoides Buch.-Ham.ex D.Don
Betula utilis D.Don
Bidens tripartita L.
Biophytum sensitivum (L.) DC.
Bischofia javanica Blume
Bixa orellana L.
Blechnum orientale L.
Blepharis edulis Pers.
Blepharis indica Stocks ex T.Anderson
Blighia sapida Koen. & Sims.
Blumea balsamifera (L.) DC.
Blumea densiflora (Wall.) DC.
Blumea eriantha DC.
Blumea lacera (Burm.f.) DC.
Blumea lanceolaria (Roxb.) Druce
Boehmeria nivea (L.) Gaud.
Boerhavia diffusa L.
Bombax ceiba L.
Borassus flabellifer L.
Borreria articularis (L.f.) F.N.Wiliams
Boswellia serrata Roxb. ex Coleb.
Botrychium lunaria (L.) Sw.
Botrychium virginianum (L.) Sw.
Brassica juncea (L.) Czern.
Brassica nigra L.
Breynia retusa (Dennst.) Alston
Breynia retusa (L.) Spreng.
Breynia rhamnoides (Retz.) Muell.-Arg.
Bridelia montana Willd.
Bromus mollis L.
Brucea javanica (L.) Merr.
Bryonopsis laciniosa (L.) Naud.
Bryophyllum pinnatum Lam.
Buchanania lanzan Spreng.
Buddleja asiatica Lour.
Bunium persicum (Boiss.) Fedt.
Butea monosperma (Lam.) Taub.
Butea parviflora Roxb.
Butea superba Roxb.
Buxus wallichiana Baill.
Byttneria herbacea Roxb.
Cadaba fruticosa (L.) Druce
Cadaba trifoliata (Roxb.) Wight & Arn.
Caesalpinia bonduc (L.) Roxb.
Caesalpinia coriaria (Jacq.) Willd.
Caesalpinia crista L.
Caesalpinia digyna Rottler
Caesalpinia pulcherrima (L.) Swartz
Caesalpinia sappan L.
Cajanus cajan (L.) Millsp.
Calamus rotang L.
Calamus travancoricus Bedd. ex Becc.
Calendula officinalis L.
Callicarpa arborea Roxb. ex C.B.Clarke
Callicarpa longifolia Lam.
Callicarpa macrophylla Vahl
Callicarpa tomentosa (L.) Murr.
Calligonum polygonoides L.
Callistemon lanceolatus DC.
Calophyllum apetalum Willd.
Calophyllum inophyllum L.
Calotropis gigantea (L.) W.T.Aiton
Calotropis procera (Aiton) W.T.Aiton
Caltha palustris L.
Calycopteris floribunda (Roxb.) Lam.
Camellia kissi Wall.
Camellia sinensis (L.) Kuntze
Cananga odorata Hook.f. & Thoms.
Canavalia gladiata (Jacq.) DC.
Canna indica L.
Cannabis sativa L.
Canscora decussata (Roxb.) Schult. & Schult.f.
Canscora diffusa (Vahl) R.Br. ex. Roem. & Schult.
Canthium dicoccum (Gaertn.) Merr.
Capparis decidua (Forssk.) Edgew.
Capparis grandis L.f.
Capparis heyneana Wall. ex Wight
Capparis sepiaria L.
Capparis spinosa L.
Capparis zeylanica L.
Capsella bursa-pastoris (L.) Medik.
Capsicum annum L.
Capsicum frutescens L.
Carallia brachiata (Lour.) Merr.
Carapa granatum (Koenig) Alston
Cardiospermum helicacabum L.
Carduus nutans L.
Careya arborea Roxb.
Carica papaya L.
Carissa congesta Wight
Carissa opaca Stapf ex. Haines
Carmona microphylla (Lam.) G.Don
Carpesium abrotanoides L.
Carpesium cernuum L.
Carthamus lanatus L.
Carthamus tinctorius L.
Carum carvi L.
Caryota urens L.
Casaeria graveolens Dalzell
Casearia elliptica Willd.
Cassia angustifolia Vahl
Cassia mimosoides L.
Cassia pumila Lam.
Cassia absus L.
Cassia alata L.
Cassia alata L.
Cassia auriculata L.
Cassia fistula L.
Cassia italica (Mill.) Spreng
Cassia obtusifolia L.
Cassia occidentalis L.
Cassia siamea Lam.
Cassia sophera L.
Cassia tora L.
Cassytha filiformis L.
Castanea sativa Mill.
Castanospermum australe A.Cunn. ex Mudie
Casuarina equisetifolia L.
Catharanthus pusillus (Murray) G.Don
Catharanthus roseus (L.) G. Don
Cayratia pedata (Lam.) Juss. ex Gagnep.
Cayratia trifolia (L.) Domin.
Cedrus deodara (Roxb.ex D.Don) G.Don
Ceiba pentandra (L.) Gaertn.
Celastrus paniculatus Willd.
Celosia argentia L.
Celtis caucasia Willd.
Celtis cinnamomea Lindl.
Cenchrus biflorus Roxb.
Centaurea calcitrapa L.
Centella asiatica (L.) Urban
Centipeda minima (L.) A.Braun & Asch.
Centranthera indica (L.) Gamble
Cephaelis ipecacuanha (Brot.) A.Rich.
Ceratonia siliqua L.
Ceratophyllum demursum L.
Ceratopteris thaictroides Brong.
Cerbera manghas L.
Cereus grandiflorus Mill.
Ceriops tagal (Perr.) C.B.Rob.
Ceropegia tuberosa Roxb.
Cheiranthus cheiri L.
Chenopodium album L.
Chenopodium ambrosioides L.
Chenopodium botrys L.
Chloranthus elatior Link
Chloris virgata Sw.
Chlorophytum arundinaceum Baker
Chloroxylon swietenia DC.
Chondrus crispus Stackh.
Chrozophora plicata A.Juss.
Chrozophora rottleri (Geis.) A.Juss.ex Spreng.
Chrysanthemum coronarium L.
Chrysanthemum indicum L.
Chrysobalanus icaco L.
Cicer arietinum L.
Cichorium endivia L.
Cichorium intybus L.
Cicuta virosa L
Cimicifuga foetida L.
Cinchona officinalis L.f.
Cinnamomum cassia Benth.
Cinnamomum glanduliferum (Wall.) Meissn.
Cinnamomum glausescens (Nees) Hand.-Mazz.
Cinnamomum impressinervium Meissn.
Cinnamomum macrocarpum Hook.f.
Cinnamomum obtusifolium (Roxb.) Nees
Cinnamomum pauciflorum Nees
Cinnamomum tamala (Buch.-Ham.) T.Nees & C.H.Eberm.
Cinnamomum verum J.Presl.
Cinnamomum camphora (L.) Sieb.
Cirsium arvense (L.) Scop.
Cissampelos pareira L.
Cissus adnata Roxb.
Cissus pallida (Wight & Arn.) Planch.
Cissus quadrangularis L.
Cissus repens Lam.
Cistanche tabulosa (Schrenk) Wight
Citrullus colocynthis (L.) Schrad.
Citrus aurantifolia (Christm.) Swingle
Citrus aurantium L.
Citrus grandis (L.) Osbeck.
Citrus medica L.
Citrus sinensis (L.) Osbeck.
Claoxylon indicum Hassk.
Clausena excavata Burm.f.
Clausena pentaphylla (Roxb.) DC.
Cleistanthus collinus (Roxb.) Benth. ex Hook.f.
Clematis gauriana Roxb. ex DC.
Clematis smilacifolia Wall.
Clematis triloba B.Heyne ex Roth
Cleome chelidoni L.
Cleome gynandra (L.) L.
Cleome monophylla L.
Cleome vahliana Fresen.
Cleome viscosa L.
Clerodendrum inerme (L.f.) Gaertn.
Clerodendrum multiflorum (Burm.f.) Kuntze
Clerodendrum philippenum Schauer
Clerodendrum serratum (L.) Moon
Clerodendrum viscosum Vent.
Clinopodium vulgare L.
Clitoria ternatia L.
Cocccinia grandis (L.) Voigt.
Coccoloba uvifera L.
Cocculus hirsutus (L.) Diels
Cocculus laurifolius DC.
Cocculus pendulus (J.R.Forst. & G.Forst.) Diels
Cochlospermum religiosum (L.) Alston
Cocos nucifera L.
Codiaeum variegatum Blume
Codonopsis ovata Benth.
Coffea arabica L.
Coix lacryma-jobi L.
Colchicum luteum Baker
Coldenia procumbens L.
Colebrookea oppositifolia Sm.
Coleus amboinicus Lour.
Coleus scutallarioides (L.) Benth.
Colocasia esculenta (L.) Schott
Combretum nanum Buch.-Ham. ex D.Don
Combretum pilosum Roxb.
Combretum roxburghii Spreng.
Commelina benghalensis L.
Commelina longifolia Lam.
Commelina paludosa Blume
Conium maculatum L.
Connarus monocarpus L.
Consolida ambigua (L.) Ball. & Heywood
Convolvulus arvensis L.
Convolvulus auricomus (A.Rich.) Bhandari
Convolvulus microphyllus Sieb.ex Spreng.
Coptis teeta Wall.
Corchorus aestuans L.
Corchorus capsularis L.
Corchorus depressus (L.) Stocks
Corchorus fascicularis L.
Corchorus olitorius L.
Corchorus trilocularis L.
Cordia dichotoma Forst.
Cordia gharaf (Forst.) Ehrenb. ex Aschers.
Cordia myxa Roxb.
Cordia myxa Roxb. (non L.)
Cordia obliqua Willd.
Cordia vestita (DC) Hook.f. & Thomson
Coriandrum sativum L.
Coriaria nepalensis Wall.
Corydalis govaniana Wall.
Corydalis vaginans Royle
Corylus jacquemontii Decne.
Coscinium fenestratum (Gaertn.) Colebr.
Cosmostigma racemosum (Roxb.) Wight
Costus speciosus (Koen. ex Retz.)
Cotinus coggygria Scop.
Cotoneaster bacillaris Wall. ex. Lindl.
Cotoneaster microphylla Wall. ex. Lindl.
Cotula anthemoides L.
Crataeva nurvula Buch-Ham.
Cratoxylum cochinchinense (Lour.) Blume
Crescentia cujute L.
Cressa cretica L.
Crinum asiaticum L.
Crinum defixum Ker.-Gawl.
Crinum latifolium L.
Crocus sativus L.
Crotalaria albida B.Heyne ex Roth.
Crotalaria burhia Buch.-Ham ex Benth.
Crotalaria juncea L.
Crotalaria laburnifolia L.
Crotalaria pallida Aiton
Crotalaria prostrata Rottl. ex Willd.
Crotalaria retusa L.
Crotalaria sericea Retz.
Croton bonplandianum Baill.
Croton caudatus Geisel.
Croton oblongifolius Roxb.
Croton tiglium L.
Cryptocarya wightiana Thwaites
Cryptolepis buchananii R.Br. ex Roem. & Schult.
Cucubalus bacciferous L.
Cucumis callosus (Rottl.) Cogn.
Cucumis melo L.
Cucumis prophetarum L.
Cucumis sativus L.
Cucurbita maxima Duchesne
Cucurbita pepo L.
Cupressus sempervirens L.
Curculigo orchioides Gaertn.
Curcuma angustifolia Roxb.
Curcuma aromatica Salisb.
Curcuma leucorrhiza Roxb.
Curcuma longa L.
Curcuma rubescens Roxb.
Curcuma zeodoria Roxb.
Cuscuta chinensis Lam.
Cuscuta hyalina Roth.
Cuscuta reflexa Roxb.
Cyathula prostrata Blume
Cycas circinalis L.
Cycas rumphii Miq.
Cyclea peltata Hook.f. & Thomson
Cydonia oblonga Mill.
Cymbidium simulans Rolfe
Cymbopogon flexuosus (Nees ex Steud.) Will.Watson
Cymbopogon jwarancusa (Jones) Schult.
Cymbopogon martinii (Roxb.) Will.Watson
Cymbopogon nardus (L.) Rendle
Cymbopogon schoenanthus (L.) Spreng.
Cynara scolymus L.
Cynodon dactylon (L.) Pers.
Cynoglossum glochidiatum Wall. ex Benth.
Cynoglossum lanceolatum Forsk.
Cynometra ramiflora L.
Cyperus articulatus L.
Cyperus iria L.
Cyperus rotundus L.
Cyperus stoloniferous Retz.
Cyperus triceps (Rottb.) Endl.
Cyrtophyllum peregrinum Blume
Cytisus scoparius Link.
Dactyloctenium aegyptium (L.) Willd.
Dactylorhiza hatagirea (D. Don) Soo
Dalbergia lanceolaria L.f.
Dalbergia latifolia Roxb.
Dalbergia pinnata (Lour.) Prain.
Dalbergia sissoo Roxb. ex DC.
Dalbergia spinosa Roxb.
Dalbergia stipulacea Roxb.
Dalbergia volubilis Roxb.
Daphne oleoides Schreb.
Daphne papyracea Wall. ex Steud.
Datisca cannabina L.
Datura innoxia Mill.
Datura metal L.
Datura stramonium L.
Daucas carota L.
Decalepis hamiltonii Wight & Arn.
Deeringia amaranthoides Merill.
Delonix elata (L.) Gamble
Delphinium brunonianum Royle
Delphinium denudatum Wall. ex Hook.f. & Thomson
Delphinium vestitum Wall. ex Royle
Dendrobium crumenatum Sw.
Dendrobium ovatum (L.) Kraenzl.
Dendrocalamus strictus (Roxb.) Nees
Dendrocnide sinuata (Bl.) Chaw.
Dendrophthoe elastica (Desr.) Danser
Dendrophthoe falcata (L.f.) Ettingshausen
Derris ferruginea (Roxb.) Benth.
Derris indica (Lam.) Bennet.
Derris scandens (Roxb.) ex. Benth.
Derris trifoliata Lour.
Descurainia sophia (L.) Webb ex Prantl
Desmodium elegans DC.
Desmodium gangeticum (L.) DC.
Desmodium heterocarpon (L.) DC.
Desmodium pulchellum (L.) Benth.
Desmodium triflorum (L.) DC.
Desmodium triquetrum (L.) DC.
Desmos chinensis Lour.
Desmos cochinchinensis Lour.
Desmostachya bipinnata (L.) Stapf
Dianthus anatolicus Boiss.
Dianthus caryophyllus L.
Dichroa febrifuga Lour.
Dichrostachys cinerea (L.) Wight & Arn.
Dicliptera bupleuroides Nees
Dicoma tomentosa Cass.
Dictamnus albus L.
Didymocarpus pedicillatus R.Br.
Digera muricata (L.) Mart.
Digitalis lanata Ehrh.
Digitalis purpurea L.
Dillenia indica L.
Dimocarpus longan Lour.
Dinochloa andamanica Kurz
Dioscorea alata L.
Dioscorea bulbifera L.
Dioscorea deltoidea Wall. ex Kunth
Dioscorea esculenta Burkill
Dioscorea oppositifolia L.
Dioscorea pentaphylla L.
Diospyros candolleana Wight
Diospyros ebenum Koenig
Diospyros exsculpta Buch.-Ham.
Diospyros kaki L.f.
Diospyros malabarica (Desr.) Kostel.
Diospyros melanoxylon Roxb.
Diospyros montana Roxb.
Diospyros paniculata Dalzell
Diospyros toposia Buch.-Ham.
Diploclisia glaucescens (Blume) Diels
Dipterocarpus indicus Bedd.
Dipterocarpus turbinatus Gaertn.f.
Dodonaea viscosa (L.) Jacq.
Dolichandrone falcata Seem.
Dolichandrone spathacea K.Schum.
Dolichos trilobus L.
Dolichos uniflorus Lam.
Draba verna L.
Dracocephalum moldavica L.
Drosera burmanni Vahl
Drosera peltata Sm.
Drymaria cordata Willd.
Drynaria quercifolia (L.) J.Sm.
Dryobalanops aromatica Gaertn.f.
Dryopteris filix-mas (L.) Schott.
Dryopteris marginata (Wall. ex Christ.) Christ.
Drypetyes roxburghii (Wall.) Hurus.
Durio zibethinus L.
Dysoxylum alliarum (Buch.-Ham.) N.P.Balakr.
Dysoxylum malabaricum Bedd.
Ecballium elaterium L.
Ecbolium viride (Forsk.) Alston
Echinochloa crusgalli (L.) Beauv
Echinochloa frumentacea (Roxb.) Link.
Echinochloa stagnina (Retz.) P.Beauv.
Echinops echinatus Roxb.
Eclipta alba (L.) Hassk.
Edgeworthia gardneri (Wall.) Meissn.
Ehretia aspera Roxb.
Elaeagnus angustifolia L.
Elaeagnus latifolia L.
Elaeagnus parvifolia Wall. ex Royle
Elaeis guineensis Jacq.
Elaeocarpus floribundus Blume
Elaeocarpus serratus L.
Elaeocarpus tuberculatus Roxb.
Elephantopus scaber L.
Eleusine coracana L.
Eleusine indica (L.) Gaertn.
Elsholtzia ciliata (Thunb.) Hyl.
Embelia ribes Burm.f.
Embelia tsjeriam-cottam A.DC.
Emblica officinalis Gaertn.
Emilia sonchifolia (L.) DC.
Enhydra fluctans Lour.
Enicostema hyssopifolium (Willd.) I.Verd.
Entada pursaetha DC.
Ephedra girardiana Wall. ex Stapf
Ephedra intermedia Schrenk. & Mey
Ephemerantha macraei (Lindl.) Hunt & Summerh
Epilobium angustifolium L.
Epilobium hirsutum L.
Equisetum debile Roxb. ex Vaucher
Equisetum arvense L.
Eranthemum roseum R.Br.
Eria pannea Lindl.
Erigeron asteroides Roxb.
Erigeron canadensis L.
Eriobotrya japonica (Thunb.) Lindl.
Eriolaena quinquelocularis Wight
Erodium cicutarium (L.) L'Herit ex Aiton
Erodium moschatum L.'Herit
Eruca sativa L.
Ervatamia heyneana (Wall.) T. Cooke
Erycibe paniculata Roxb.
Eryngium foetidum L.
Erysimum rependum L.
Erythrina stricta Roxb.
Erythrina suberosa Roxb.
Erythrina variegata L.
Erythroxylon coca Lam.
Erythroxylon monogynum Roxb.
Eucalyptus citridora Hook.
Eucalyptus globulus Labill.
Eulophia epidendraea C.E.C.Fisch.
Eulophia herbacea Lindl.
Eulophia nuda Lindl.
Euonymus tingens Wall. ex Roxb.
Euphorbia microphylla B.Heyne ex Roth
Euphorbia neriifolia L.
Euphorbia nivulea Buch.-Ham.
Euphorbia pilosa L.
Euphorbia rosea Retz.
Euphorbia royleana Boiss.
Euphorbia thymifolia L.
Euphorbia tirucalli L.
Euphorbia antiquorum L.
Euphorbia dracunculoides Lam.
Euphorbia fusiformis Buch.-Ham. ex D. Don
Euphorbia granulata Forsk.
Euphorbia helioscopia L.
Euphorbia hirta L.
Euphorbia hypericifolia L.
Euphorbia nivulea Buch.-Ham.
Euphorbia thomsoniana Boiss.
Euphrasia officinalis L.
Euploca strigosa (Willd.) Diane & Hilger
Euryale ferox Salisb.
Eurycoma longifolia Jack
Evodia lunu-ankenda (Gaertn.) Merr.
Evolvulus alsinoides (L.) L.
Exacum bicolor Roxb.
Exacum pedunculatum L.
Exacum tetragonum Roxb.
Excoecaria acerifolia Didr.
Excoecaria agallocha L.
Fagonia cretica L.
Fagopyrum dibotrys (D. Don) Hara
Fagopyrum esculentum Moench.
Fagopyrum tataricum (L.) Gaertn.
Fagraea racemosa Jack
Farsetia hamiltonii Royle
Farsetia jacquemontii Hook.f. & Thomson
Ferula asa-foetida L.
Ferula galbaniflua Boiss. ex Buhse
Ferula jaeschkeana Vatke
Ferula narthex Boiss.
Ficus amplissima Sm.
Ficus arnottiana (Miq.) Miq.
Ficus benghalensis L.
Ficus benjamina L.
Ficus carica L.
Ficus dalhousiae Miq.
Ficus exasperata Vahl
Ficus fistulosa Reinw.
Ficus heterophylla L.f.
Ficus hispida L.f.
Ficus microcarpa L.f.
Ficus palmata Forsk.
Ficus racemosa L.
Ficus religiosa L.
Ficus ribes Reinw. ex Blume
Ficus rumphii Blume
Ficus semicordata Buch.-Ham. ex Sm.
Ficus talbotii King
Ficus tinctoria G.Forst.
Ficus virens Aiton
Fimbristylis falcata (Vahl) Kunth
Flacourtia indica (Burm.f.) Merr.
Flacourtia jangomas (Lour.) Raeusch.
Flagellaria indica L.
Flemingia chappar Buch.-Ham. ex Benth.
Flemingia macrophylla (Willd.) Prain ex Merill.
Flemingia nana Roxb.
Flemingia strobilifera (L.) W.T.Aiton
Flemingia tuberosa Dalzell
Foeniculum vulgare Mill.
Frankenia pulverulenta L.
Fraxinus floribunda Wall. ex Roxb.
Fraxinus hookeri Wenz.
Fraxinus ornus L.
Fritillaria cirrhosa D.Don
Fritillaria imperialis L.
Fucus vesiculosus L.
Fumaria indica (Hausskn.) Pugsley
Fumaria parviflora Lam.
Galeopsis tetrahit L.
Galium aparine L.
Galium elegans Wall.
Galium verum L.
Garcinia cambogia (Gaertn.) Desr.
Garcinia cowa Roxb.
Garcinia indica (Dupetit- Thouars) Chois.
Garcinia mangostana L.
Garcinia morella (Gaertn.) Desr.
Garcinia pedunculata Roxb.
Garcinia tinctoria (DC.) W.Wight
Gardenia campanulata Roxb.
Gardenia gummifera L.f.
Gardenia jasminoides J.Ellis
Gardenia resinifera Roth
Gardenia turgida Roxb.
Garuga pinnata Roxb.
Gaultheria fragrantissima Wall.
Gelonium multiflorum A.Juss.
Geranium lucidum L.
Geranium mascatense Boiss.
Geranium molle L.
Geranium nepalense L.
Geranium nepalense Sweet
Geranium pusillum Burm.f.
Geranium robertianum L.
Geranium rotundifolium L.
Geranium wallichianum D.Don ex Sweet
Gerbera piloselloides (L.) Cass.
Geum elatum Wall. ex. G.Don
Girardinia diversifolia (Link.) Friis
Gironniera cuspidata (Blume) Planch. ex Kurz
Gisekia pharmaceoides L.
Gleditsia triacanthos L.
Glinus lotoides L.
Glinus oppositifolius (L.) A.DC.
Glochidion hohenackeri Bedd.
Glochidion zeylanicum (Gaertn.) A.Juss.
Gloriosa superba L.
Glossocardia bosvallia (L.f.) DC.
Glossogyne bidens (Retz.) Alston
Glycine max (L.) Merr.
Glycirrhiza glabra L.
Glycosmis arborea (Roxb.) DC.
Gmelina arborea Roxb.
Gmelina asiatica L.
Gnaphalium luteo-album L.
Gnidia glauca (Fresen.) Gilg.
Gordonia obtusa Wall. ex Wight & Arn.
Gossypium arboreum L.
Gossypium herbaceum L.
Gouania leptostachya DC.
Grewia hirsuta Vahl
Grewia sclerophylla Roxb. ex G.Don
Grewia subinaequalis DC.
Grewia tenax (Forsk.) Fiori
Grewia tiliifolia Vahl
Grewia villosa Willd
Guaiacum officinale L.
Guazuma ulmifolia Lam.
Guettarda speciosa L.
Gymnema sylvestre (Retz.) Schult.
Gymnopetalum cochinchinensis (Lour.) Kurz
Gymnostachyum febrifugum Benth.
Gynocardia odorata R.Br.
Habenaria commelinifolia (Roxb.) Wall. ex Lindl.
Haematoxylum campechianum L.
Haldina cordifolia (Rioxb.) Ridsdale
Haloxylon griffithii DC.
Haloxylon recurvum (Moq.) Bunge ex. Boiss.
Haloxylon salicornicum(Moq.) Bunge ex. Boiss.
Haplanthus tentaculatus Nees
Haplanthus vericillatus Nees
Harpullia arborea (Blanco) Radlk.
Hedychium coronarium Koenig. ex Retz.
Hedyotis scandens Roxb. ex D.Don
Hedyotis umbellata (L.) Lam.
Hedyotis verticillata (L.) Lam.
Helianthus annuus L.
Helianthus tuberosus L.
Helicteres isora L.
Heliotropium bacciferum Forsk.
